n,c,delta_u3,delta_l3,delta_u2,delta_l2,feasible
21.89798225300418,1.8999283860818057,0.3378515687040468,0.8054103016650606,0.5461179681433668,0.8240757062936017,0
16.321183598389325,1.8048368660669831,0.3378515687040468,1.0115322354916874,0.5461179681433668,1.4240757062936018,0
24.09646979519905,1.9290715503459404,0.0,0.6925275090723357,0.0,0.8240757062936017,0
16.321183598389325,1.5356079417852893,0.0,0.4115322354916873,0.5461179681433668,0.8240757062936017,0
20.96159464355311,1.9041991159616218,0.0,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
23.552767840311155,1.8528939678977219,0.3378515687040468,0.4115322354916873,0.5461179681433668,0.8240757062936017,0
16.321183598389325,1.5356079417852893,5.551115123125783e-17,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
23.61875577961966,1.8926056192254812,0.0,0.4115322354916873,0.0,1.4240757062936018,0
26.321183598389325,1.9444236837452138,0.3378515687040468,0.4115322354916873,0.0,0.8240757062936017,0
21.01414233187412,1.9070054086367978,0.0,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
23.938779242913043,1.9272616448593534,0.0,0.709554790206165,0.0,0.8240757062936017,0
23.74894142973033,1.9177419711625792,0.3378515687040468,0.6802589163069696,0.0,0.8240757062936017,0
16.321183598389325,1.8445073568672319,0.0,1.0115322354916874,0.0,1.4240757062936018,0
22.21477817115647,1.9020454659155959,0.0,0.8159452624245999,0.5461179681433668,0.8240757062936017,0
21.829024484702895,1.8572299113667752,0.3378515687040468,0.4115322354916873,0.5461179681433668,1.4240757062936018,0
21.005240185655452,1.9031762392954121,0.0,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
23.936139068478543,1.9209033625665382,0.3378515687040468,0.6682656881556108,0.0,0.8240757062936017,0
26.321183598389325,1.9401735149008728,0.3378515687040468,0.4115322354916873,0.0,0.8240757062936017,0
23.931261648157104,1.9272994394140088,0.0,0.7157840512892963,0.0,0.8240757062936017,0
16.321183598389325,1.5356079417852893,0.3378515687040468,0.4115322354916873,0.0,0.8240757062936017,0
22.085307783691245,1.899762642290681,0.0,0.839358359289608,0.5461179681433668,0.8240757062936017,0
16.321183598389325,1.7607380441426435,0.3378515687040468,1.0115322354916874,0.0,0.8240757062936017,0
26.321183598389325,2.135607941785289,0.0,0.6793204293643013,0.0,0.8240757062936017,0
23.21268788350001,1.8780103442992249,0.3378515687040468,0.4115322354916873,0.0,1.4240757062936018,0
21.042332098292846,1.9033965527382912,0.0,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
16.321183598389325,2.135607941785289,0.3378515687040468,1.0115322354916874,0.0,1.4240757062936018,0
22.024050455387616,1.8939701703868386,0.3378515687040468,0.79045997032857,0.5461179681433668,0.8240757062936017,0
23.948840185857897,1.9263123785299758,0.0,0.715709977559289,0.0,0.8240757062936017,0
22.223796601966686,1.8596278158033774,0.0,0.4115322354916873,0.5461179681433668,1.4240757062936018,0
21.022062931975967,1.900080055875546,0.0,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
23.84502685699257,1.9165102688087972,0.3378515687040468,0.6777414510196793,0.0,0.8240757062936017,0
16.321183598389325,1.5356079417852893,0.0,0.4115322354916873,0.5461179681433668,1.4240757062936018,0
26.321183598389325,1.9338589512492699,0.3378515687040468,0.4115322354916873,0.0,0.8240757062936017,0
23.46601946044442,1.8320327953707043,0.3378515687040468,0.4115322354916873,0.5461179681433668,0.8240757062936017,0
23.728331439828086,1.9225891628854839,0.0,0.7360185511582001,0.0,0.8240757062936017,0
26.209611315452456,2.135607941785289,0.0,0.4115322354916873,0.0,1.4240757062936018,0
22.18390738665974,1.9033533732529258,0.0,0.8381624407128488,0.5461179681433668,0.8240757062936017,0
16.321183598389325,2.135607941785289,0.3378515687040468,0.4115322354916873,0.0,1.4240757062936018,0
16.321183598389325,1.7559950470110477,0.3378515687040468,0.4115322354916873,0.0,1.4240757062936018,0
21.017133506545232,1.8962537925419969,0.0,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
23.72756954405525,1.8495884927839865,0.3378515687040468,0.4115322354916873,0.5461179681433668,0.8240757062936017,0
23.39524490652856,1.9107824774937856,0.3378515687040468,0.7187645677067505,0.0,0.8240757062936017,0
16.321183598389325,1.7284059495056794,0.0,1.0115322354916874,0.0,0.8240757062936017,0
19.273666118244765,1.8945958998960946,0.0,1.0115322354916874,0.5461179681433668,1.4240757062936018,0
26.321183598389325,2.135607941785289,0.0,0.6917360305860759,0.0,0.8240757062936017,0
23.622609486732145,1.9192460633838544,0.0,0.7452536612506382,0.0,0.8240757062936017,0
22.143007213885355,1.8966900771858486,0.3378515687040468,0.7876562551010639,0.5461179681433668,0.8240757062936017,0
23.558160509313712,1.8709864279185313,0.0,0.4115322354916873,0.0,1.4240757062936018,0
24.336158007623325,1.880180698725484,0.0,0.4115322354916873,0.5461179681433668,0.8240757062936017,0
23.42087480071276,1.917780663504978,0.0,0.7656348972445389,0.0,0.8240757062936017,0
21.114288278212367,1.9016766716191909,0.0,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
23.54093998028721,1.9135329599143116,0.3378515687040468,0.7113548464668406,0.0,0.8240757062936017,0
16.321183598389325,1.5356079417852893,0.3378515687040468,0.4115322354916873,0.0,0.8240757062936017,0
20.539568395069146,1.881582301560542,0.3378515687040468,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
23.662795092506002,1.8756957837336061,0.0,0.4115322354916873,0.0,1.4240757062936018,0
26.321183598389325,2.135607941785289,0.0,0.4115322354916873,0.5461179681433668,0.8240757062936017,0
23.827267167576025,1.9272983392012275,0.0,0.7393907192888566,0.0,0.8240757062936017,0
22.27819420552651,1.898778895788108,0.0,0.8240072445477001,0.5461179681433668,0.8240757062936017,0
26.321183598389325,1.926052603186978,0.3378515687040468,0.4115322354916873,0.0,0.8240757062936017,0
16.321183598389325,2.135607941785289,0.3378515687040468,1.0115322354916874,0.0,1.4240757062936018,0
16.321183598389325,1.7477197612581505,0.3378515687040468,1.0115322354916874,0.5461179681433668,1.4240757062936018,0
23.37615903186855,2.135607941785289,0.0,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
23.733960113804354,1.9110548504594698,0.3378515687040468,0.6922807943857572,0.0,0.8240757062936017,0
23.197341285469037,1.8625654168119823,0.3378515687040468,0.4115322354916873,0.0,1.4240757062936018,0
20.88280329498733,1.8799216935743195,0.0,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
24.110294944711075,1.934092316447507,0.0,0.7211438889379237,0.0,0.8240757062936017,0
26.321183598389325,2.135607941785289,0.0,0.7003355474480799,0.0,0.8240757062936017,0
16.321183598389325,1.5356079417852893,0.0,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
21.870599686760773,1.8380639957672822,0.3378515687040468,0.4115322354916873,0.5461179681433668,1.4240757062936018,0
22.353551911130303,1.8971941927763973,0.0,0.8112752265272023,0.5461179681433668,0.8240757062936017,0
16.321183598389325,1.749510749037974,0.3378515687040468,1.0115322354916874,0.0,0.8240757062936017,0
