n,c,delta_u3,delta_l3,delta_u2,delta_l2,obj_f
154.14925231202352,1.3255222482750324,2.367780647382161,1.4584568875181299,3.166392624973204,4.0,2.0
154.14925231202352,1.7388835771488123,3.244963875783595,3.6555452540838185,3.6506165916183937,0.0,2.0
2.0,0.3297829066979987,1.729188711002725,1.8641403750338466,0.9082859604933171,4.0,2.0
154.09139728977615,2.159656702171646,1.5335170015346467,3.520661467877987,3.9000066967054234,0.2057663555011239,2.0
154.14925231202352,1.5437205911507186,1.6225534965849346,0.8450765103106584,3.484259793234223,4.0,2.0
2.0,4.478162921830811,0.35113744662471186,2.792041992524742,2.280048903954693,0.0,2.0
2.0,3.3055823357189587,3.990731023190171,0.25959037032426924,1.547505593447787,4.0,2.0
153.0462307833036,3.0554531054522105,0.4211344453291871,3.463346770534047,1.6270304637202688,2.160829072995155,2.0
154.14925231202352,4.319526652245571,3.8691410593953592,2.5362045435945926,3.5265930457321932,4.0,2.0
2.0,-0.3435712789450429,0.2655179653120303,0.4676614823194058,3.9033083080922317,4.0,2.0
154.14925231202352,0.03466756987889319,3.9943230953148268,1.3293891159209847,3.078743249538727,4.0,2.0
2.0,3.218395271991251,2.5737800707563467,2.217392729929692,0.598007460753788,0.0,2.0
154.14925231202352,3.8856709229601307,3.084006637888931,3.82299198588219,0.09368204470581933,4.0,2.0
2.0,3.657508557852858,0.8507873538548983,3.753522813171039,0.16238484032287068,0.0,2.0
154.14925231202352,2.4278749847665986,2.305254153995285,1.512236041450185,2.009183861077769,4.0,2.0
154.14925231202352,-0.12621380890777845,1.511268543159314,2.9154829904695436,2.580998392895806,0.0,2.0
2.0,4.740093918424867,0.4393677063152948,3.5446197892371765,1.93695270768223,4.0,2.0
154.14925231202352,0.8341833807640242,3.7689467194845605,0.900309901795445,3.080047378784055,4.0,2.0
154.14925231202352,4.076022546546026,2.422234342282597,2.487916054987855,1.6417252212964928,4.0,2.0
2.0,-1.1420971925820025,3.1959501113715993,1.0223517713441228,3.2814562955984083,0.0,2.0
154.14925231202352,2.8094023881729107,2.255283417129288,1.0883280553081527,0.5024422997211537,0.0,2.0
2.0,-0.1291840900907158,3.754893355817623,1.6599424778243734,0.5220084602435704,0.0,2.0
154.14925231202352,-0.342640589583477,0.6580952021861147,1.885178219983097,0.5608064327925923,0.0,2.0
154.14925231202352,3.0280652334442113,0.5562011880703958,0.537569554567529,3.490121336411681,4.0,2.0
154.14925231202352,2.6528361927604,0.37453579120957897,3.0792702029839445,0.08365054138395031,4.0,2.0
2.0,3.8639271859491515,0.7149285223898363,3.801129964210279,2.6761513230092495,0.0,2.0
2.0,-0.16626174212394895,0.23557952318979553,1.5349219369103568,3.785335973081251,0.0,2.0
154.14925231202352,0.3645643314382112,0.957280792205393,0.23691946749595214,1.5100819053211536,4.0,2.0
154.14925231202352,2.6765611891553465,3.033544202810014,1.3772998922850501,3.1432960717901333,4.0,2.0
154.14925231202352,2.531782251616226,3.837076133532423,2.1280004965729216,0.23255924317274398,4.0,2.0
2.0,1.743387395381328,0.00816813251102202,2.4107104478781776,3.9518676747974872,0.0,2.0
2.0,-0.7826843118616504,0.22207654705021762,2.299099253338811,1.5254015481761105,0.0,2.0
2.0,-0.2576689320063137,3.2869869155041447,2.7463666526223887,2.8447313397850156,0.0,2.0
154.14925231202352,1.6030587547691968,1.3812649227188762,2.869753294906652,2.7545468985776287,4.0,2.0
