c,delta_u3,delta_l3,delta_u2,delta_l2,feasible
1.8315941560130125,0.1298871432701283,0.6683323144115703,0.0,0.8240757062936017,0
1.7431375281656347,0.3378515687040468,1.0115322354916874,0.1525881086430341,0.8240757062936017,1
1.7903603173586211,0.12860916571486675,0.4115322354916873,0.0,0.8240757062936017,0
1.942613178639937,0.0,1.0115322354916874,0.0,0.8240757062936017,0
1.7935306226362595,0.12873513549938265,0.4115322354916873,0.0,0.8240757062936017,0
1.7954893578681357,0.12915578618701862,0.4115322354916873,0.0,0.8240757062936017,0
1.7426971591410647,0.171285822268839,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
1.688279243501126,0.3378515687040468,0.4115322354916873,0.084477039826262,1.4240757062936018,1
1.6305896529824162,0.3378515687040468,0.4115322354916873,0.2505006409768972,1.4240757062936018,0
1.6309404302549495,0.3378515687040468,0.4115322354916873,0.2640074862905365,1.4240757062936018,0
1.6310881922202125,0.3378515687040468,0.4115322354916873,0.27562550233747746,1.4240757062936018,0
1.854944889009129,0.06979675862160564,0.8553499939755156,0.16707253001162461,0.8240757062936017,1
1.6260630983953532,0.3378515687040468,0.4115322354916873,0.3468537337629116,1.4240757062936018,0
1.816447243719061,0.0,0.7600455893873198,0.5461179681433668,1.122981771668563,0
1.625710799898503,0.3378515687040468,0.4115322354916873,0.36077929144260934,1.4240757062936018,0
1.6103944829753765,0.3378515687040468,0.4115322354916873,0.5461179681433668,1.4240757062936018,0
